1.000000,-5139.080069,-5131.656371,0.007846,2.411159
0.900000,-5138.726079,-5132.645341,0.006374,1.893089
0.800000,-5138.402747,-5133.448669,0.005239,1.456204
0.700000,-5138.105542,-5134.110629,0.004380,1.090173
0.600000,-5137.831127,-5134.664172,0.003755,0.786242
0.500000,-5137.577060,-5135.131666,0.003352,0.538312
0.400000,-5137.341589,-5135.528623,0.003193,0.341588
0.300000,-5137.123546,-5135.866002,0.003341,0.192475
0.200000,-5136.922355,-5136.151219,0.003977,0.088318
0.100000,-5136.738313,-5136.388331,0.005708,0.027588
0.095000,-5136.729589,-5136.398944,0.005854,0.025692
0.090000,-5136.720913,-5136.409425,0.006011,0.023906
0.085000,-5136.712287,-5136.419782,0.006177,0.022233
0.080000,-5136.703710,-5136.430015,0.006357,0.020672
0.075000,-5136.695183,-5136.440123,0.006548,0.019225
0.070000,-5136.686709,-5136.450105,0.006755,0.017895
0.065000,-5136.678287,-5136.459991,0.006988,0.016691
0.060000,-5136.669920,-5136.469729,0.007243,0.015610
0.055000,-5136.661608,-5136.479327,0.007521,0.014652
0.050000,-5136.653353,-5136.488809,0.007842,0.013837
0.045000,-5136.645158,-5136.498191,0.008245,0.013209
0.040000,-5136.637033,-5136.507698,0.009045,0.013097
0.035000,-5136.815066,-5136.813154,0.014005,0.016099
0.030000,-5136.814963,-5136.813551,0.023862,0.025606
0.025000,-5136.814892,-5136.813904,0.035844,0.037195
0.020000,-5136.814888,-5136.814246,0.062738,0.063450
0.015000,-5136.814825,-5136.814464,0.080313,0.080694
0.010000,-5136.814775,-5136.814615,0.080317,0.080489
0.005000,-5136.814745,-5136.814705,0.080313,0.080359
0.000000,-5136.814735,-5136.814735,0.080301,0.080301
-1.000000,-5139.080069,-5131.656376,0.007847,2.410961
-0.900000,-5138.726079,-5132.645545,0.006372,1.893042
-0.800000,-5138.402747,-5133.448622,0.005238,1.456214
-0.700000,-5138.105542,-5134.110630,0.004378,1.090182
-0.600000,-5137.831127,-5134.664170,0.003755,0.786261
-0.500000,-5137.577060,-5135.131665,0.003352,0.538315
-0.400000,-5137.341589,-5135.528623,0.003193,0.341589
-0.300000,-5137.123546,-5135.866001,0.003340,0.192476
-0.200000,-5136.922355,-5136.151219,0.003977,0.088319
-0.100000,-5136.738313,-5136.388331,0.005708,0.027588
-0.095000,-5136.729589,-5136.398944,0.005855,0.025691
-0.090000,-5136.720913,-5136.409425,0.006011,0.023907
-0.085000,-5136.712287,-5136.419782,0.006178,0.022232
-0.080000,-5136.703710,-5136.430015,0.006356,0.020672
-0.075000,-5136.695183,-5136.440123,0.006548,0.019226
-0.070000,-5136.686709,-5136.450104,0.006755,0.017896
-0.065000,-5136.678287,-5136.459990,0.006988,0.016691
-0.060000,-5136.669920,-5136.469729,0.007243,0.015610
-0.055000,-5136.661608,-5136.479327,0.007520,0.014652
-0.050000,-5136.653353,-5136.488809,0.007841,0.013838
-0.045000,-5136.645158,-5136.498191,0.008246,0.013209
-0.040000,-5136.637033,-5136.507698,0.009044,0.013097
-0.035000,-5136.815068,-5136.813155,0.024112,0.026465
-0.030000,-5136.814964,-5136.813551,0.023813,0.025557
-0.025000,-5136.814895,-5136.813906,0.036567,0.037906
-0.020000,-5136.814889,-5136.814247,0.064370,0.065080
-0.015000,-5136.814825,-5136.814464,0.080318,0.080697
-0.010000,-5136.814775,-5136.814615,0.080319,0.080492
-0.005000,-5136.814745,-5136.814705,0.080314,0.080360
-0.000000,-5136.814735,-5136.814735,0.080300,0.080300
