0.000000,0.000000,0.000000,0.073459,0.011754,0.494423,0.499988
0.000000,1.000000,0.000000,0.018491,0.010142,0.499540,0.499985
0.000000,2.000000,0.000000,-0.001845,0.006719,0.499943,0.499991
0.000000,3.000000,0.000000,-0.012463,0.000864,0.499832,0.499988
0.000000,4.000000,0.000000,-0.018413,-0.007860,0.499580,0.499981
0.000000,5.000000,0.000000,-0.019137,-0.018979,0.499245,0.499972
0.000000,6.000000,0.000000,-0.012727,-0.029626,0.498922,0.499963
0.000000,7.000000,0.000000,0.000001,-0.034308,0.498781,0.499959
0.000000,8.000000,0.000000,0.012728,-0.029625,0.498922,0.499963
0.000000,9.000000,0.000000,0.019138,-0.018978,0.499245,0.499972
0.000000,10.000000,0.000000,0.018412,-0.007859,0.499580,0.499981
0.000000,11.000000,0.000000,0.012463,0.000865,0.499832,0.499988
0.000000,12.000000,0.000000,0.001845,0.006719,0.499943,0.499991
0.000000,13.000000,0.000000,-0.018491,0.010142,0.499540,0.499985
0.000000,14.000000,0.000000,-0.073459,0.011754,0.494423,0.499988
1.000000,0.000000,0.000000,0.073574,0.000906,0.494540,0.499984
1.000000,1.000000,0.000000,0.021828,-0.003911,0.499461,0.499953
1.000000,2.000000,0.000000,-0.015413,-0.014311,0.499482,0.499925
1.000000,3.000000,0.000000,-0.043164,-0.031983,0.496982,0.499877
1.000000,4.000000,0.000000,-0.061889,-0.059127,0.492412,0.499795
1.000000,5.000000,0.000000,-0.065663,-0.095573,0.486037,0.499678
1.000000,6.000000,0.000000,-0.044968,-0.132728,0.479497,0.499556
1.000000,7.000000,0.000000,0.000003,-0.149879,0.476487,0.499503
1.000000,8.000000,0.000000,0.044971,-0.132725,0.479498,0.499556
1.000000,9.000000,0.000000,0.065663,-0.095570,0.486038,0.499678
1.000000,10.000000,0.000000,0.061888,-0.059124,0.492412,0.499796
1.000000,11.000000,0.000000,0.043162,-0.031982,0.496982,0.499877
1.000000,12.000000,0.000000,0.015412,-0.014310,0.499482,0.499925
1.000000,13.000000,0.000000,-0.021828,-0.003911,0.499461,0.499954
1.000000,14.000000,0.000000,-0.073573,0.000906,0.494540,0.499984
2.000000,0.000000,0.000000,0.070699,-0.003367,0.494939,0.499974
2.000000,1.000000,0.000000,0.012084,-0.013266,0.499579,0.499901
2.000000,2.000000,0.000000,-0.039535,-0.030279,0.497312,0.499799
2.000000,3.000000,0.000000,-0.085210,-0.059065,0.488759,0.499635
2.000000,4.000000,0.000000,-0.121360,-0.105501,0.472749,0.499350
2.000000,5.000000,0.000000,-0.133620,-0.172993,0.448465,0.498900
2.000000,6.000000,0.000000,-0.096006,-0.248765,0.421045,0.498377
2.000000,7.000000,0.000000,0.000005,-0.286530,0.407476,0.498133
2.000000,8.000000,0.000000,0.096011,-0.248759,0.421048,0.498378
2.000000,9.000000,0.000000,0.133620,-0.172988,0.448468,0.498902
2.000000,10.000000,0.000000,0.121358,-0.105499,0.472751,0.499351
2.000000,11.000000,0.000000,0.085207,-0.059063,0.488761,0.499636
2.000000,12.000000,0.000000,0.039533,-0.030278,0.497313,0.499799
2.000000,13.000000,0.000000,-0.012085,-0.013266,0.499579,0.499901
2.000000,14.000000,0.000000,-0.070699,-0.003367,0.494939,0.499975
3.000000,0.000000,0.000000,0.065818,-0.005197,0.495584,0.499963
3.000000,1.000000,0.000000,-0.003885,-0.018222,0.499487,0.499835
3.000000,2.000000,0.000000,-0.071578,-0.039491,0.492900,0.499633
3.000000,3.000000,0.000000,-0.138566,-0.076117,0.473608,0.499298
3.000000,4.000000,0.000000,-0.199123,-0.138437,0.435757,0.498697
3.000000,5.000000,0.000000,-0.228753,-0.236783,0.373206,0.497671
3.000000,6.000000,0.000000,-0.173495,-0.359266,0.295226,0.496317
3.000000,7.000000,0.000000,0.000007,-0.425860,0.253545,0.495623
3.000000,8.000000,0.000000,0.173501,-0.359261,0.295232,0.496319
3.000000,9.000000,0.000000,0.228752,-0.236778,0.373213,0.497674
3.000000,10.000000,0.000000,0.199118,-0.138435,0.435762,0.498699
3.000000,11.000000,0.000000,0.138562,-0.076116,0.473610,0.499299
3.000000,12.000000,0.000000,0.071575,-0.039492,0.492901,0.499634
3.000000,13.000000,0.000000,0.003884,-0.018223,0.499488,0.499835
3.000000,14.000000,0.000000,-0.065817,-0.005197,0.495584,0.499963
4.000000,0.000000,0.000000,0.060181,-0.005459,0.496285,0.499950
4.000000,1.000000,0.000000,-0.021996,-0.018788,0.498932,0.499770
4.000000,2.000000,0.000000,-0.106704,-0.040385,0.486272,0.499477
4.000000,3.000000,0.000000,-0.196851,-0.078262,0.451806,0.499003
4.000000,4.000000,0.000000,-0.285678,-0.145181,0.381459,0.498197
4.000000,5.000000,0.000000,-0.338113,-0.256883,0.258003,0.496865
4.000000,6.000000,0.000000,-0.266327,-0.406709,0.093323,0.495027
4.000000,7.000000,0.000000,0.000006,-0.494032,0.000288,0.494032
4.000000,8.000000,0.000000,0.266332,-0.406707,0.093331,0.495029
4.000000,9.000000,0.000000,0.338110,-0.256881,0.258012,0.496867
4.000000,10.000000,0.000000,0.285673,-0.145180,0.381464,0.498198
4.000000,11.000000,0.000000,0.196846,-0.078263,0.451809,0.499004
4.000000,12.000000,0.000000,0.106701,-0.040387,0.486274,0.499478
4.000000,13.000000,0.000000,0.021995,-0.018790,0.498933,0.499770
4.000000,14.000000,0.000000,-0.060182,-0.005460,0.496285,0.499951
5.000000,0.000000,0.000000,0.055018,-0.004446,0.496884,0.499941
5.000000,1.000000,0.000000,-0.038464,-0.015232,0.498006,0.499722
5.000000,2.000000,0.000000,-0.138295,-0.032696,0.478730,0.499377
5.000000,3.000000,0.000000,-0.248740,-0.063557,0.427742,0.498873
5.000000,4.000000,0.000000,-0.361291,-0.118733,0.321792,0.498176
5.000000,5.000000,0.000000,-0.429968,-0.212088,0.132237,0.497333
5.000000,6.000000,0.000000,-0.340272,-0.339502,-0.124202,0.496460
5.000000,7.000000,0.000000,0.000002,-0.415608,-0.270949,0.496128
5.000000,8.000000,0.000000,0.340275,-0.339503,-0.124196,0.496461
5.000000,9.000000,0.000000,0.429966,-0.212090,0.132244,0.497334
5.000000,10.000000,0.000000,0.361288,-0.118734,0.321796,0.498176
5.000000,11.000000,0.000000,0.248737,-0.063558,0.427744,0.498873
5.000000,12.000000,0.000000,0.138293,-0.032698,0.478731,0.499377
5.000000,13.000000,0.000000,0.038463,-0.015234,0.498006,0.499722
5.000000,14.000000,0.000000,-0.055019,-0.004446,0.496884,0.499940
6.000000,0.000000,0.000000,0.051418,-0.002478,0.497277,0.499934
6.000000,1.000000,0.000000,-0.049887,-0.008477,0.497126,0.499695
6.000000,2.000000,0.000000,-0.159977,-0.018175,0.472665,0.499335
6.000000,3.000000,0.000000,-0.283567,-0.035295,0.408921,0.498871
6.000000,4.000000,0.000000,-0.409526,-0.065753,0.276340,0.498396
6.000000,5.000000,0.000000,-0.482596,-0.116578,0.040998,0.498167
6.000000,6.000000,0.000000,-0.375623,-0.184349,-0.270736,0.498373
6.000000,7.000000,0.000000,-0.000000,-0.223973,-0.445757,0.498862
6.000000,8.000000,0.000000,0.375624,-0.184352,-0.270734,0.498373
6.000000,9.000000,0.000000,0.482596,-0.116581,0.041001,0.498168
6.000000,10.000000,0.000000,0.409525,-0.065755,0.276341,0.498396
6.000000,11.000000,0.000000,0.283566,-0.035296,0.408921,0.498871
6.000000,12.000000,0.000000,0.159975,-0.018176,0.472665,0.499334
6.000000,13.000000,0.000000,0.049886,-0.008478,0.497126,0.499695
6.000000,14.000000,0.000000,-0.051418,-0.002479,0.497277,0.499934
7.000000,0.000000,0.000000,0.050129,0.000000,0.497412,0.499932
7.000000,1.000000,0.000000,-0.053960,0.000000,0.496765,0.499687
7.000000,2.000000,0.000000,-0.167646,0.000000,0.470340,0.499325
7.000000,3.000000,0.000000,-0.295657,0.000000,0.401838,0.498886
7.000000,4.000000,0.000000,-0.425550,0.000001,0.259640,0.498504
7.000000,5.000000,0.000000,-0.498399,0.000001,0.008965,0.498479
7.000000,6.000000,0.000000,-0.384076,-0.000000,-0.318582,0.499008
